POST /api/employees 400 97 - 36.669 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 38ms
GET /api/employees 404 23 - 0.421 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.925 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.406 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 89.031 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.889 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.680 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.220 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.522 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.367 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.723 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 10ms
GET /api/employees 200 171 - 0.745 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.447 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.805 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.471 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 88.630 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.979 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.498 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.984 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.543 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.381 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.020 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.850 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.454 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.686 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.421 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.158 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.969 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.640 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.014 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.536 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.412 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.723 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.762 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.406 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.748 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.453 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.439 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.845 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.555 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.932 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.548 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.389 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.865 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.927 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.469 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.706 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.353 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 90.099 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 91ms
POST /api/employees 400 97 - 1.829 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.544 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.995 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.703 ms | User: Unknown User | Body: {} | Time Taken: 2ms
DELETE /api/employees/999 404 60 - 0.448 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 200 171 - 2.791 ms | User: Unknown User | Body: {} | Time Taken: 4ms
GET /api/employees 404 23 - 0.708 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.729 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.652 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 93.515 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 94ms
POST /api/employees 400 97 - 1.966 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.907 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 1.214 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.502 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.534 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/auth/login 404 60 - 8.016 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.754 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.412 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.767 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.433 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.606 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.829 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.775 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.196 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.678 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.422 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.785 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.818 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.460 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.707 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.355 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.630 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.804 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.537 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.052 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.547 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.373 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.224 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.764 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.462 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.790 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.434 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.751 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 90ms
POST /api/employees 400 97 - 1.816 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.975 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.893 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.488 ms | User: Unknown User | Body: {} | Time Taken: 0ms
DELETE /api/employees/999 404 60 - 0.429 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.157 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
POST /api/auth/login 404 60 - 7.031 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
POST /api/auth/login 404 60 - 6.666 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 6.556 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 6.686 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 6.691 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 6.523 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 6.658 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
POST /api/auth/login 404 60 - 6.503 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 38.446 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthiak@123"} | Time Taken: 41ms
POST /api/auth/login 404 60 - 8.168 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 10ms
GET /api/employees 200 171 - 0.772 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.463 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.694 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.463 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.242 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.829 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.817 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.895 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.561 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.396 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.139 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.863 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.420 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.695 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.459 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 87.956 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.829 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.596 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.043 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.610 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.476 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.589 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
POST /api/auth/login 404 60 - 27.451 ms | User: Unknown User | Body: {"mail":"john.doe@example.com","password":"validPassword"} | Time Taken: 27ms
GET /api/employees 200 171 - 0.556 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.422 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.850 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.440 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 99.266 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 100ms
POST /api/employees 400 97 - 1.644 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.639 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 0.939 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.412 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.374 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.416 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 10ms
POST /api/auth/login 500 51 - 6.035 ms | User: Unknown User | Body: {"mail":"john.doe@example.com","password":"validPassword"} | Time Taken: 7ms
POST /api/auth/login 404 60 - 6.663 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.778 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.425 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.925 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.533 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.600 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 91ms
POST /api/employees 400 97 - 1.858 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.572 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.042 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.796 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.436 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.687 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.767 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.489 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.756 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.462 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.557 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.920 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.495 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.075 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.658 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.400 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/auth/login 404 60 - 6.960 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.796 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.447 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.795 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.547 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.305 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 90ms
POST /api/employees 400 97 - 1.822 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.531 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 1ms
PUT /api/employees/999 404 60 - 1.081 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.628 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.412 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees 200 171 - 5.176 ms | User: Unknown User | Body: {} | Time Taken: 8ms
GET /api/employees 404 23 - 0.990 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/1 200 170 - 0.821 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.862 ms | User: Unknown User | Body: {} | Time Taken: 2ms
POST /api/employees 201 16 - 96.347 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 97ms
POST /api/employees 400 97 - 2.067 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.945 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.339 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.580 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.504 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.484 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.739 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.393 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.821 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.489 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.240 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.833 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.677 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.026 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.540 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.416 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/auth/login 404 60 - 7.308 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.846 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.516 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.885 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.689 ms | User: Unknown User | Body: {} | Time Taken: 2ms
POST /api/employees 201 16 - 95.327 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 96ms
POST /api/employees 400 97 - 2.231 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.606 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.100 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.617 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.452 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.986 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 9ms
POST /api/auth/login 404 60 - 6.600 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 1.112 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.516 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.888 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.746 ms | User: Unknown User | Body: {} | Time Taken: 1ms
